Placement,Reporting Ends,Reach,Impressions, Date,CampaignName,AdSetName,AdName,Frequency,LinkClicks,CTR,CPC,WebForms,CostPerWebForms,VideoPlays,VideoPlays50%,VideoPlays100%,Reporting Starts,Media Source,Creative,,,,Random Date
unknown,2021-09-29,4,2,9/24/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Shower Static V1,0,0,,,,,3,2,3,2021-09-29,Facebook,Reptile,,,,9/24/2021 0:00
unknown,2021-09-15,5,0,9/20/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Static V1,0,5,,,,,5,1,3,2021-09-15,Facebook,Fish,,,,9/20/2021 0:00
unknown,2021-09-14,1,2,9/14/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Static V1,0,5,,,,,5,5,4,2021-09-14,Facebook,Dog Grooming Services,,,,9/14/2021 0:00
unknown,2021-09-27,3,2,9/28/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Shower Static V1,0,4,,,,,4,4,0,2021-09-27,Facebook,Reptile,,,,9/28/2021 0:00
unknown,2021-09-12,5,4,9/10/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Shower Static V1,0,5,,,,,5,0,3,2021-09-12,Facebook,Reptile,,,,9/10/2021 0:00
unknown,2021-09-07,5,3,9/10/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Shower Static V1,0,1,,,,,1,4,0,2021-09-07,Facebook,Reptile,,,,9/10/2021 0:00
unknown,2021-09-07,0,1,9/6/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Heating Static V1,0,3,,,,,0,3,4,2021-09-07,Facebook,Fish,,,,9/6/2021 0:00
unknown,2021-09-23,1,2,9/28/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Static V1,0,2,,,,,1,0,3,2021-09-23,Facebook,Dog Grooming Services,,,,9/28/2021 0:00
unknown,2021-09-22,3,3,9/22/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Static V1,0,2,,,,,2,3,3,2021-09-22,Facebook,Dog Grooming Services,,,,9/22/2021 0:00
unknown,2021-09-17,5,3,9/17/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Static V1,0,3,,,,,3,0,2,2021-09-17,Facebook,Dog Grooming Services,,,,9/17/2021 0:00
unknown,2021-09-14,3,4,9/10/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Static V1,0,4,,,,,3,5,0,2021-09-14,Facebook,Dog Grooming Services,,,,9/10/2021 0:00
unknown,2021-09-12,0,2,9/12/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Static V1,0,3,,,,,3,2,4,2021-09-12,Facebook,Dog Grooming Services,,,,9/12/2021 0:00
unknown,2021-09-12,0,4,9/10/2021 0:00,Conversions - On-Main - Sep 2021,Website Retargeting,Retargeting Static V1,0,0,,,1,,5,2,0,2021-09-12,Facebook,Retargeting,,,,9/10/2021 0:00
unknown,2021-09-22,5,4,9/27/2021 0:00,Conversions - On-Main - Sep 2021,Website Retargeting,Retargeting Static V1,0,0,,,1,,3,0,4,2021-09-22,Facebook,Retargeting,,,,9/27/2021 0:00
unknown,2021-09-24,5,3,9/25/2021 0:00,Conversions - On-Main - Sep 2021,Website Retargeting,Retargeting Static V1,0,4,,,1,,0,4,0,2021-09-24,Facebook,Retargeting,,,,9/25/2021 0:00
unknown,2021-10-15,2,1,10/16/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Shower Static V1,0,3,,,2,,1,2,4,2021-10-15,Facebook,Reptile,,,,10/16/2021 0:00
unknown,2021-10-29,0,0,10/30/2021 0:00,Conversions - On-Main - Sep 2021,Website Retargeting,Retargeting Static V1,0,0,,,1,,5,0,3,2021-10-29,Facebook,Retargeting,,,,10/30/2021 0:00
unknown,2021-10-07,0,4,10/12/2021 0:00,Conversions - On-Main - Sep 2021,Website Retargeting,Retargeting Static V1,0,2,,,1,,3,0,1,2021-10-07,Facebook,Retargeting,,,,10/12/2021 0:00
unknown,2021-10-06,3,0,10/3/2021 0:00,Conversions - On-Main - Sep 2021,Website Retargeting,Retargeting Static V1,0,4,,,1,,0,1,1,2021-10-06,Facebook,Retargeting,,,,10/3/2021 0:00
unknown,2021-10-28,4,2,10/23/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,0,2,,,,,3,4,2,2021-10-28,Facebook,Reptile,,,,10/23/2021 0:00
unknown,2021-10-31,3,3,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,0,0,,,,,0,3,2,2021-10-31,Facebook,Reptile,,,,10/31/2021 0:00
unknown,2021-10-26,3,1,10/23/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,0,1,,,,,5,5,5,2021-10-26,Facebook,Dog,,,,10/23/2021 0:00
unknown,2021-11-02,2,4,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,0,0,,,,,4,3,0,2021-11-02,Facebook,Reptile,,,,11/7/2021 0:00
unknown,2021-11-03,0,2,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,0,4,,,,,0,3,3,2021-11-03,Facebook,Reptile,,,,11/7/2021 0:00
unknown,2021-11-04,1,3,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,0,1,,,,,0,4,2,2021-11-04,Facebook,Reptile,,,,11/1/2021 0:00
unknown,2021-11-10,3,0,11/9/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,0,1,,,1,,0,3,2,2021-11-10,Facebook,Retargeting,,,,11/9/2021 0:00
unknown,2021-11-22,3,3,11/26/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,0,1,,,,,1,3,3,2021-11-22,Facebook,Dog,,,,11/26/2021 0:00
unknown,2021-11-22,1,0,11/21/2021 0:00,Web Clicks - On-Main,Zip Code,Retargeting,0,2,,,,,0,0,3,2021-11-22,Facebook,Retargeting,,,,11/21/2021 0:00
unknown,2021-11-23,4,1,11/25/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,0,3,,,,,5,3,0,2021-11-23,Facebook,Reptile,,,,11/25/2021 0:00
unknown,2021-11-23,2,1,11/22/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,0,5,,,,,3,0,2,2021-11-23,Facebook,Dog Grooming Services,,,,11/22/2021 0:00
unknown,2021-11-23,5,4,11/19/2021 0:00,Web Clicks - On-Main,Zip Code,Retargeting,0,0,,,,,3,0,4,2021-11-23,Facebook,Retargeting,,,,11/19/2021 0:00
unknown,2021-11-23,0,5,11/24/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,0,1,,,,,2,5,3,2021-11-23,Facebook,Dog,,,,11/24/2021 0:00
unknown,2021-11-24,3,1,11/23/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,0,3,,,,,3,1,3,2021-11-24,Facebook,Dog,,,,11/23/2021 0:00
unknown,2021-11-24,5,3,11/19/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,0,2,,,,,3,3,5,2021-11-24,Facebook,Dog Grooming Services,,,,11/19/2021 0:00
unknown,2021-11-25,5,2,11/26/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,0,0,,,,,5,2,2,2021-11-25,Facebook,Dog Grooming Services,,,,11/26/2021 0:00
unknown,2021-11-25,4,0,11/30/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,0,5,,,,,4,4,5,2021-11-25,Facebook,Dog,,,,11/30/2021 0:00
unknown,2021-11-25,1,2,11/29/2021 0:00,Web Clicks - On-Main,Zip Code,Retargeting,0,1,,,,,4,0,0,2021-11-25,Facebook,Retargeting,,,,11/29/2021 0:00
unknown,2021-11-26,5,5,11/23/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,0,3,,,,,2,2,4,2021-11-26,Facebook,Dog Grooming Services,,,,11/23/2021 0:00
unknown,2021-11-26,1,5,11/26/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,0,4,,,,,4,0,5,2021-11-26,Facebook,Dog,,,,11/26/2021 0:00
unknown,2021-11-26,5,0,11/23/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,0,4,,,,,4,1,2,2021-11-26,Facebook,Reptile,,,,11/23/2021 0:00
unknown,2021-11-27,5,0,11/27/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,0,5,,,,,2,2,0,2021-11-27,Facebook,Dog,,,,11/27/2021 0:00
unknown,2021-11-28,2,3,11/27/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,0,1,,,,,5,5,5,2021-11-28,Facebook,Dog,,,,11/27/2021 0:00
unknown,2021-11-28,2,3,11/28/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,0,1,,,,,1,2,0,2021-11-28,Facebook,Dog Grooming Services,,,,11/28/2021 0:00
unknown,2021-11-28,0,4,12/3/2021 0:00,Web Clicks - On-Main,Zip Code,Retargeting,0,3,,,,,5,1,1,2021-11-28,Facebook,Retargeting,,,,12/3/2021 0:00
unknown,2021-11-28,2,3,12/1/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,0,5,,,,,4,1,0,2021-11-28,Facebook,Reptile,,,,12/1/2021 0:00
unknown,2021-11-29,0,1,12/1/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,0,3,,,,,0,3,5,2021-11-29,Facebook,Dog,,,,12/1/2021 0:00
unknown,2021-11-29,0,4,11/24/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,0,4,,,,,1,4,3,2021-11-29,Facebook,Dog Grooming Services,,,,11/24/2021 0:00
unknown,2021-11-29,1,1,11/28/2021 0:00,Web Clicks - On-Main,Zip Code,Retargeting,0,3,,,,,2,5,5,2021-11-29,Facebook,Retargeting,,,,11/28/2021 0:00
unknown,2021-11-30,5,0,12/1/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,0,4,,,,,0,3,5,2021-11-30,Facebook,Dog Grooming Services,,,,12/1/2021 0:00
unknown,2021-11-30,2,4,12/5/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,0,4,,,,,1,1,5,2021-11-30,Facebook,Reptile,,,,12/5/2021 0:00
unknown,2021-11-30,3,2,11/26/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,0,2,,,,,4,4,5,2021-11-30,Facebook,Dog,,,,11/26/2021 0:00
facebook_stories,2021-11-11,73,78,11/16/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Shower Static V2,1.01369863,0,0.1,,,,3,3,2,2021-11-11,Facebook,Reptile,,,,11/16/2021 0:00
instant_article,2021-11-11,30,34,11/14/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Shower Static V2,1.148148148,2,0.1,,,,5,0,2,2021-11-11,Facebook,Reptile,,,,11/14/2021 0:00
marketplace,2021-11-12,2,7,11/7/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Dryer Static V2,2,0,0.1,,,,2,5,4,2021-11-12,Facebook,Dog,,,,11/7/2021 0:00
feed,2021-11-12,5,4,11/8/2021 0:00,Lead Gen - On - Main October - December 2021,Retargeting,Retargeting,1.5,0,0.1,,,,5,2,1,2021-11-12,Facebook,Retargeting,,,,11/8/2021 0:00
feed,2021-11-13,30,31,11/10/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.107142857,1,0.1,,,,5,2,3,2021-11-13,Facebook,Reptile,,,,11/10/2021 0:00
feed,2021-11-13,69,77,11/10/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Dryer Static V2,1.119402985,1,0.1,,,,4,3,1,2021-11-13,Facebook,Dog,,,,11/10/2021 0:00
marketplace,2021-11-13,21,23,11/13/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.052631579,4,0.1,,,,0,3,1,2021-11-13,Facebook,Dog,,,,11/13/2021 0:00
feed,2021-11-14,74,81,11/16/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Dryer Static V2,1.083333333,3,0.1,,,,5,0,4,2021-11-14,Facebook,Dog,,,,11/16/2021 0:00
instant_article,2021-11-14,15,20,11/17/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.071428571,3,0.1,,,,4,5,3,2021-11-14,Facebook,Dog,,,,11/17/2021 0:00
feed,2021-11-14,19,22,11/18/2021 0:00,Lead Gen - On - Main October - December 2021,Retargeting,Retargeting,1.055555556,2,0.1,,,,5,4,3,2021-11-14,Facebook,Retargeting,,,,11/18/2021 0:00
instant_article,2021-11-14,6,8,11/15/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.4,5,0.1,,,,2,4,3,2021-11-14,Facebook,Reptile,,,,11/15/2021 0:00
feed,2021-11-15,38,44,11/12/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Dryer Static V2,1.078947368,4,0.1,,,,2,0,2,2021-11-15,Facebook,Dog,,,,11/12/2021 0:00
instant_article,2021-11-15,15,18,11/19/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.5,3,0.1,,,,2,4,5,2021-11-15,Facebook,Reptile,,,,11/19/2021 0:00
video_feeds,2021-11-16,5,8,11/18/2021 0:00,Lead Gen - On - Main October - December 2021,Retargeting,Retargeting,1.666666667,5,0.1,,,,5,1,3,2021-11-16,Facebook,Retargeting,,,,11/18/2021 0:00
feed,2021-11-16,41,55,11/21/2021 0:00,Lead Gen - On - Main October - December 2021,Retargeting,Retargeting,1.394736842,5,0.1,,,,1,2,2,2021-11-16,Facebook,Retargeting,,,,11/21/2021 0:00
feed,2021-11-16,54,68,11/17/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Shower Static V2,1.333333333,5,0.1,,,,4,5,5,2021-11-16,Facebook,Reptile,,,,11/17/2021 0:00
instant_article,2021-11-16,14,14,11/18/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.1,5,0.1,,,,5,0,1,2021-11-16,Facebook,Dog,,,,11/18/2021 0:00
instant_article,2021-11-16,3,5,11/18/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.333333333,2,0.1,,,,1,0,3,2021-11-16,Facebook,Reptile,,,,11/18/2021 0:00
video_feeds,2021-11-16,7,8,11/15/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.5,5,0.1,,,,3,4,5,2021-11-16,Facebook,Reptile,,,,11/15/2021 0:00
instant_article,2021-11-17,12,10,11/14/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.111111111,0,0.1,,,,5,1,0,2021-11-17,Facebook,Reptile,,,,11/14/2021 0:00
instream_video,2021-11-17,9,12,11/20/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.142857143,5,0.1,,,,5,0,4,2021-11-17,Facebook,Reptile,,,,11/20/2021 0:00
marketplace,2021-11-17,14,16,11/16/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.083333333,1,0.1,,,,1,1,1,2021-11-17,Facebook,Dog,,,,11/16/2021 0:00
feed,2021-11-17,32,35,11/16/2021 0:00,Lead Gen - On - Main October - December 2021,Retargeting,Retargeting,1.172413793,0,0.1,,,,1,1,5,2021-11-17,Facebook,Retargeting,,,,11/16/2021 0:00
feed,2021-11-17,24,28,11/18/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Shower Static V2,1.041666667,2,0.1,,,,4,4,3,2021-11-17,Facebook,Reptile,,,,11/18/2021 0:00
feed,2021-11-18,30,38,11/22/2021 0:00,Lead Gen - On - Main October - December 2021,Retargeting,Retargeting,1.275862069,0,0.1,,,,1,1,4,2021-11-18,Facebook,Retargeting,,,,11/22/2021 0:00
facebook_stories,2021-11-18,11,9,11/23/2021 0:00,Lead Gen - On - Main October - December 2021,Retargeting,Retargeting,1.142857143,1,0.1,,,,0,3,0,2021-11-18,Facebook,Retargeting,,,,11/23/2021 0:00
instant_article,2021-11-18,7,8,11/16/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.4,0,0.1,,,,3,2,5,2021-11-18,Facebook,Reptile,,,,11/16/2021 0:00
instant_article,2021-11-18,6,2,11/13/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Shower Static V2,2,3,0.1,,,,5,3,2,2021-11-18,Facebook,Reptile,,,,11/13/2021 0:00
feed,2021-11-18,50,49,11/23/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Shower Static V2,1.088888889,2,0.1,,,,2,2,0,2021-11-18,Facebook,Reptile,,,,11/23/2021 0:00
feed,2021-11-18,19,25,11/18/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Dryer Static V2,1.105263158,4,0.1,,,,0,0,2,2021-11-18,Facebook,Dog,,,,11/18/2021 0:00
facebook_stories,2021-11-18,4,7,11/19/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Shower Static V2,2,0,0.1,,,,2,5,4,2021-11-18,Facebook,Reptile,,,,11/19/2021 0:00
video_feeds,2021-11-19,8,11,11/15/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.142857143,4,0.1,,,,3,1,3,2021-11-19,Facebook,Reptile,,,,11/15/2021 0:00
instant_article,2021-11-19,13,16,11/23/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.375,0,0.1,,,,0,4,0,2021-11-19,Facebook,Reptile,,,,11/23/2021 0:00
instant_article,2021-11-19,4,4,11/21/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Shower Static V2,1.5,0,0.1,,,,4,2,0,2021-11-19,Facebook,Reptile,,,,11/21/2021 0:00
instant_article,2021-11-19,2,2,11/22/2021 0:00,Lead Gen - On - Main October - December 2021,Retargeting,Retargeting,2,4,0.1,,,,1,3,4,2021-11-19,Facebook,Retargeting,,,,11/22/2021 0:00
instant_article,2021-11-20,13,13,11/24/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.222222222,2,0.1,,,,5,4,0,2021-11-20,Facebook,Reptile,,,,11/24/2021 0:00
video_feeds,2021-11-20,8,12,11/15/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.125,2,0.1,,,,3,1,2,2021-11-20,Facebook,Reptile,,,,11/15/2021 0:00
feed,2021-11-20,35,37,11/15/2021 0:00,Lead Gen - On - Main October - December 2021,Retargeting,Retargeting,1.2,4,0.1,,,,0,1,0,2021-11-20,Facebook,Retargeting,,,,11/15/2021 0:00
feed,2021-11-21,37,40,11/20/2021 0:00,Lead Gen - On - Main October - December 2021,Retargeting,Retargeting,1.15625,1,0.1,,,,3,1,4,2021-11-21,Facebook,Retargeting,,,,11/20/2021 0:00
instant_article,2021-11-21,13,15,11/19/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.333333333,5,0.1,,,,3,1,4,2021-11-21,Facebook,Reptile,,,,11/19/2021 0:00
video_feeds,2021-11-21,4,9,11/23/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.25,5,0.1,,,,4,5,1,2021-11-21,Facebook,Reptile,,,,11/23/2021 0:00
feed,2021-11-21,11,13,11/23/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Dryer Static V2,1.125,3,0.1,,,,5,4,0,2021-11-21,Facebook,Dog,,,,11/23/2021 0:00
right_hand_column,2021-11-22,6,14,11/25/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,3.5,5,0.1,,,,2,2,1,2021-11-22,Facebook,Dog,,,,11/25/2021 0:00
feed,2021-11-22,77,84,11/26/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.12,4,0.1,,,,4,5,5,2021-11-22,Facebook,Reptile,,,,11/26/2021 0:00
video_feeds,2021-11-22,9,9,11/27/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.166666667,2,0.1,,,,3,2,5,2021-11-22,Facebook,Reptile,,,,11/27/2021 0:00
instant_article,2021-11-22,9,17,11/25/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1.666666667,3,0.1,,,,4,0,1,2021-11-22,Facebook,Reptile,,,,11/25/2021 0:00
an_classic,2021-11-22,6,9,11/18/2021 0:00,Web Clicks - On-Main,Zip Code,Retargeting,1.2,5,0.1,,,,5,0,4,2021-11-22,Facebook,Retargeting,,,,11/18/2021 0:00
right_hand_column,2021-11-23,3,8,11/23/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,1.666666667,0,0.1,,,,0,5,5,2021-11-23,Facebook,Reptile,,,,11/23/2021 0:00
feed,2021-11-23,197,206,11/26/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.056701031,5,0.1,,,,1,3,2,2021-11-23,Facebook,Dog,,,,11/26/2021 0:00
instant_article,2021-11-23,10,10,11/20/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.142857143,3,0.1,,,,3,4,2,2021-11-23,Facebook,Dog,,,,11/20/2021 0:00
right_hand_column,2021-11-23,11,28,11/22/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,4,2,0.1,,,,0,2,2,2021-11-23,Facebook,Dog,,,,11/22/2021 0:00
right_hand_column,2021-11-24,8,15,11/24/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,2,0,0.1,,,,2,5,0,2021-11-24,Facebook,Dog,,,,11/24/2021 0:00
instream_video,2021-11-24,10,13,11/23/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,1.1,3,0.1,,,,2,4,0,2021-11-24,Facebook,Reptile,,,,11/23/2021 0:00
feed,2021-11-24,129,129,11/19/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.015873016,1,0.1,,,,3,0,1,2021-11-24,Facebook,Dog,,,,11/19/2021 0:00
video_feeds,2021-11-25,23,28,11/26/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.045454545,5,0.1,,,,4,3,1,2021-11-25,Facebook,Dog,,,,11/26/2021 0:00
instream_video,2021-11-25,98,97,11/26/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,1.010416667,0,0.1,,,,2,5,1,2021-11-25,Facebook,Dog,,,,11/26/2021 0:00
right_hand_column,2021-11-25,9,23,11/26/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,2.25,0,0.1,,,,2,1,4,2021-11-25,Facebook,Dog,,,,11/26/2021 0:00
video_feeds,2021-11-26,29,30,11/27/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.076923077,2,0.1,,,,5,1,0,2021-11-26,Facebook,Dog,,,,11/27/2021 0:00
marketplace,2021-11-26,16,20,12/1/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.071428571,5,0.1,,,,0,2,4,2021-11-26,Facebook,Dog,,,,12/1/2021 0:00
feed,2021-11-26,186,201,11/29/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.080645161,5,0.1,,,,2,3,1,2021-11-26,Facebook,Dog,,,,11/29/2021 0:00
right_hand_column,2021-11-26,14,51,11/30/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,5.111111111,2,0.1,,,,4,3,1,2021-11-26,Facebook,Dog,,,,11/30/2021 0:00
right_hand_column,2021-11-26,7,14,11/23/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,1.666666667,4,0.1,,,,0,5,0,2021-11-26,Facebook,Reptile,,,,11/23/2021 0:00
instant_article,2021-11-27,17,16,12/1/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.083333333,5,0.1,,,,3,5,2,2021-11-27,Facebook,Dog,,,,12/1/2021 0:00
feed,2021-11-27,5,4,11/25/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,2,4,0.1,,,,4,5,4,2021-11-27,Facebook,Dog Grooming Services,,,,11/25/2021 0:00
video_feeds,2021-11-27,192,199,11/27/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,1.021052632,3,0.1,,,,1,2,2,2021-11-27,Facebook,Reptile,,,,11/27/2021 0:00
right_hand_column,2021-11-27,5,4,11/24/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,3,2,0.1,,,,3,5,2,2021-11-27,Facebook,Reptile,,,,11/24/2021 0:00
right_hand_column,2021-11-27,9,24,12/1/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,2.625,0,0.1,,,,1,2,4,2021-11-27,Facebook,Dog,,,,12/1/2021 0:00
marketplace,2021-11-27,22,22,11/30/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.047619048,3,0.1,,,,4,0,3,2021-11-27,Facebook,Dog,,,,11/30/2021 0:00
right_hand_column,2021-11-28,10,27,11/29/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,2.875,1,0.1,,,,0,1,5,2021-11-28,Facebook,Dog,,,,11/29/2021 0:00
instagram_explore,2021-11-28,6,7,12/2/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.166666667,1,0.1,,,,0,1,1,2021-11-28,Instagram,Dog,,,,12/2/2021 0:00
video_feeds,2021-11-28,24,26,11/28/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.043478261,3,0.1,,,,0,5,1,2021-11-28,Facebook,Dog,,,,11/28/2021 0:00
facebook_stories,2021-11-28,31,29,11/28/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.038461538,0,0.1,,,,5,1,5,2021-11-28,Facebook,Dog,,,,11/28/2021 0:00
search,2021-11-29,3,2,11/30/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,2,1,0.1,,,,2,0,3,2021-11-29,Facebook,Dog,,,,11/30/2021 0:00
video_feeds,2021-11-29,77,80,12/2/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,1.053333333,5,0.1,,,,4,4,3,2021-11-29,Facebook,Reptile,,,,12/2/2021 0:00
right_hand_column,2021-11-29,6,3,11/26/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,2,1,0.1,,,,0,4,0,2021-11-29,Facebook,Reptile,,,,11/26/2021 0:00
marketplace,2021-11-30,19,19,12/3/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.055555556,3,0.1,,,,5,3,4,2021-11-30,Facebook,Dog,,,,12/3/2021 0:00
instant_article,2021-11-30,8,9,11/25/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code,Dryer Static V2,1.125,4,0.1,,,,5,5,2,2021-11-30,Facebook,Dog,,,,11/25/2021 0:00
instream_video,2021-11-22,45,46,11/25/2021 0:00,Web Clicks - On-Main,Zip Code,Dryer Static V2,1,4,0.1,,,,1,2,0,2021-11-22,Facebook,Dog,,,,11/25/2021 0:00
video_feeds,2021-11-22,9,5,11/27/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1,3,0.1,,,,5,2,3,2021-11-22,Facebook,Dog Grooming Services,,,,11/27/2021 0:00
marketplace,2021-11-22,6,4,11/19/2021 0:00,Web Clicks - On-Main,Zip Code,Shower Static V2,1,2,0.1,,,,3,1,2,2021-11-22,Facebook,Reptile,,,,11/19/2021 0:00
